Cell,Worm,mRNA,Mean,Probe,Strain
V5a,6.0,1.0,3.88,ceh-16,WT(JR667)
V5a,7.0,2.0,3.88,ceh-16,WT(JR667)
V5a,8.0,2.0,3.88,ceh-16,WT(JR667)
V5a,9.0,9.0,3.88,ceh-16,WT(JR667)
V5a,11.0,0.0,3.88,ceh-16,WT(JR667)
V5a,12.0,8.0,3.88,ceh-16,WT(JR667)
V5a,16.0,2.0,3.88,ceh-16,WT(JR667)
V5a,20.0,4.0,3.88,ceh-16,WT(JR667)
V5a,21.0,0.0,3.88,ceh-16,WT(JR667)
V5a,22.0,0.0,3.88,ceh-16,WT(JR667)
V5a,23.0,0.0,3.88,ceh-16,WT(JR667)
V5a,25.0,3.0,3.88,ceh-16,WT(JR667)
V5a,26.0,4.0,3.88,ceh-16,WT(JR667)
V5a,27.0,0.0,3.88,ceh-16,WT(JR667)
V5a,28.0,4.0,3.88,ceh-16,WT(JR667)
V5a,29.0,32.0,3.88,ceh-16,WT(JR667)
V5a,30.0,8.0,3.88,ceh-16,WT(JR667)
V5a,31.0,0.0,3.88,ceh-16,WT(JR667)
V5a,32.0,1.0,3.88,ceh-16,WT(JR667)
V5a,33.0,3.0,3.88,ceh-16,WT(JR667)
V5a,34.0,2.0,3.88,ceh-16,WT(JR667)
V5p,1.0,2.0,4.733333333333333,ceh-16,WT(JR667)
V5p,2.0,1.0,4.733333333333333,ceh-16,WT(JR667)
V5p,4.0,9.0,4.733333333333333,ceh-16,WT(JR667)
V5p,5.0,0.0,4.733333333333333,ceh-16,WT(JR667)
V5p,6.0,7.0,4.733333333333333,ceh-16,WT(JR667)
V5p,7.0,6.0,4.733333333333333,ceh-16,WT(JR667)
V5p,8.0,2.0,4.733333333333333,ceh-16,WT(JR667)
V5p,9.0,16.0,4.733333333333333,ceh-16,WT(JR667)
V5p,10.0,0.0,4.733333333333333,ceh-16,WT(JR667)
V5p,11.0,2.0,4.733333333333333,ceh-16,WT(JR667)
V5p,12.0,5.0,4.733333333333333,ceh-16,WT(JR667)
V5p,13.0,10.0,4.733333333333333,ceh-16,WT(JR667)
V5p,15.0,9.0,4.733333333333333,ceh-16,WT(JR667)
V5p,16.0,6.0,4.733333333333333,ceh-16,WT(JR667)
V5p,20.0,4.0,4.733333333333333,ceh-16,WT(JR667)
V5p,21.0,0.0,4.733333333333333,ceh-16,WT(JR667)
V5p,22.0,0.0,4.733333333333333,ceh-16,WT(JR667)
V5p,23.0,0.0,4.733333333333333,ceh-16,WT(JR667)
V5p,25.0,5.0,4.733333333333333,ceh-16,WT(JR667)
V5p,26.0,1.0,4.733333333333333,ceh-16,WT(JR667)
V5p,27.0,0.0,4.733333333333333,ceh-16,WT(JR667)
V5p,28.0,4.0,4.733333333333333,ceh-16,WT(JR667)
V5p,29.0,26.0,4.733333333333333,ceh-16,WT(JR667)
V5p,30.0,3.0,4.733333333333333,ceh-16,WT(JR667)
V5p,31.0,2.0,4.733333333333333,ceh-16,WT(JR667)
V5p,32.0,2.0,4.733333333333333,ceh-16,WT(JR667)
V5p,33.0,5.0,4.733333333333333,ceh-16,WT(JR667)
V5p,34.0,6.0,4.733333333333333,ceh-16,WT(JR667)
V5p,35.0,6.0,4.733333333333333,ceh-16,WT(JR667)
V5p,36.0,3.0,4.733333333333333,ceh-16,WT(JR667)
T,1.0,0.0,12.344827586206897,ceh-16,WT(JR667)
T,2.0,11.0,12.344827586206897,ceh-16,WT(JR667)
T,4.0,20.0,12.344827586206897,ceh-16,WT(JR667)
T,5.0,9.0,12.344827586206897,ceh-16,WT(JR667)
T,6.0,12.0,12.344827586206897,ceh-16,WT(JR667)
T,7.0,8.0,12.344827586206897,ceh-16,WT(JR667)
T,8.0,9.0,12.344827586206897,ceh-16,WT(JR667)
T,9.0,16.0,12.344827586206897,ceh-16,WT(JR667)
T,11.0,20.0,12.344827586206897,ceh-16,WT(JR667)
T,12.0,14.0,12.344827586206897,ceh-16,WT(JR667)
T,13.0,15.0,12.344827586206897,ceh-16,WT(JR667)
T,15.0,29.0,12.344827586206897,ceh-16,WT(JR667)
T,16.0,2.0,12.344827586206897,ceh-16,WT(JR667)
T,20.0,2.0,12.344827586206897,ceh-16,WT(JR667)
T,21.0,3.0,12.344827586206897,ceh-16,WT(JR667)
T,22.0,10.0,12.344827586206897,ceh-16,WT(JR667)
T,23.0,8.0,12.344827586206897,ceh-16,WT(JR667)
T,25.0,15.0,12.344827586206897,ceh-16,WT(JR667)
T,26.0,4.0,12.344827586206897,ceh-16,WT(JR667)
T,27.0,15.0,12.344827586206897,ceh-16,WT(JR667)
T,28.0,13.0,12.344827586206897,ceh-16,WT(JR667)
T,29.0,22.0,12.344827586206897,ceh-16,WT(JR667)
T,30.0,13.0,12.344827586206897,ceh-16,WT(JR667)
T,31.0,7.0,12.344827586206897,ceh-16,WT(JR667)
T,32.0,13.0,12.344827586206897,ceh-16,WT(JR667)
T,33.0,14.0,12.344827586206897,ceh-16,WT(JR667)
T,34.0,6.0,12.344827586206897,ceh-16,WT(JR667)
T,35.0,21.0,12.344827586206897,ceh-16,WT(JR667)
T,36.0,27.0,12.344827586206897,ceh-16,WT(JR667)
V6,1.0,0.0,5.5,ceh-16,WT(JR667)
V6,2.0,2.0,5.5,ceh-16,WT(JR667)
V6,4.0,14.0,5.5,ceh-16,WT(JR667)
V6,5.0,2.0,5.5,ceh-16,WT(JR667)
V6,6.0,0.0,5.5,ceh-16,WT(JR667)
V6,7.0,5.0,5.5,ceh-16,WT(JR667)
V6,8.0,9.0,5.5,ceh-16,WT(JR667)
V6,9.0,24.0,5.5,ceh-16,WT(JR667)
V6,10.0,2.0,5.5,ceh-16,WT(JR667)
V6,11.0,6.0,5.5,ceh-16,WT(JR667)
V6,12.0,7.0,5.5,ceh-16,WT(JR667)
V6,13.0,8.0,5.5,ceh-16,WT(JR667)
V6,15.0,8.0,5.5,ceh-16,WT(JR667)
V6,16.0,2.0,5.5,ceh-16,WT(JR667)
V6,20.0,4.0,5.5,ceh-16,WT(JR667)
V6,21.0,0.0,5.5,ceh-16,WT(JR667)
V6,22.0,0.0,5.5,ceh-16,WT(JR667)
V6,23.0,1.0,5.5,ceh-16,WT(JR667)
V6,25.0,7.0,5.5,ceh-16,WT(JR667)
V6,26.0,1.0,5.5,ceh-16,WT(JR667)
V6,27.0,0.0,5.5,ceh-16,WT(JR667)
V6,28.0,4.0,5.5,ceh-16,WT(JR667)
V6,29.0,33.0,5.5,ceh-16,WT(JR667)
V6,30.0,11.0,5.5,ceh-16,WT(JR667)
V6,31.0,1.0,5.5,ceh-16,WT(JR667)
V6,32.0,2.0,5.5,ceh-16,WT(JR667)
V6,33.0,2.0,5.5,ceh-16,WT(JR667)
V6,34.0,1.0,5.5,ceh-16,WT(JR667)
V6,35.0,8.0,5.5,ceh-16,WT(JR667)
V6,36.0,1.0,5.5,ceh-16,WT(JR667)
H1,1.0,0.0,12.133333333333333,ceh-16,WT(JR667)
H1,2.0,18.0,12.133333333333333,ceh-16,WT(JR667)
H1,4.0,15.0,12.133333333333333,ceh-16,WT(JR667)
H1,5.0,3.0,12.133333333333333,ceh-16,WT(JR667)
H1,6.0,13.0,12.133333333333333,ceh-16,WT(JR667)
H1,7.0,11.0,12.133333333333333,ceh-16,WT(JR667)
H1,8.0,5.0,12.133333333333333,ceh-16,WT(JR667)
H1,9.0,42.0,12.133333333333333,ceh-16,WT(JR667)
H1,10.0,3.0,12.133333333333333,ceh-16,WT(JR667)
H1,11.0,8.0,12.133333333333333,ceh-16,WT(JR667)
H1,12.0,11.0,12.133333333333333,ceh-16,WT(JR667)
H1,13.0,10.0,12.133333333333333,ceh-16,WT(JR667)
H1,15.0,17.0,12.133333333333333,ceh-16,WT(JR667)
H1,16.0,0.0,12.133333333333333,ceh-16,WT(JR667)
H1,20.0,11.0,12.133333333333333,ceh-16,WT(JR667)
H1,21.0,6.0,12.133333333333333,ceh-16,WT(JR667)
H1,22.0,6.0,12.133333333333333,ceh-16,WT(JR667)
H1,23.0,23.0,12.133333333333333,ceh-16,WT(JR667)
H1,25.0,12.0,12.133333333333333,ceh-16,WT(JR667)
H1,26.0,8.0,12.133333333333333,ceh-16,WT(JR667)
H1,27.0,3.0,12.133333333333333,ceh-16,WT(JR667)
H1,28.0,7.0,12.133333333333333,ceh-16,WT(JR667)
H1,29.0,42.0,12.133333333333333,ceh-16,WT(JR667)
H1,30.0,18.0,12.133333333333333,ceh-16,WT(JR667)
H1,31.0,7.0,12.133333333333333,ceh-16,WT(JR667)
H1,32.0,20.0,12.133333333333333,ceh-16,WT(JR667)
H1,33.0,0.0,12.133333333333333,ceh-16,WT(JR667)
H1,34.0,6.0,12.133333333333333,ceh-16,WT(JR667)
H1,35.0,23.0,12.133333333333333,ceh-16,WT(JR667)
H1,36.0,16.0,12.133333333333333,ceh-16,WT(JR667)
H0,1.0,5.0,9.25,ceh-16,ceh-16(bp323)
H0,3.0,6.0,9.25,ceh-16,ceh-16(bp323)
H0,4.0,12.0,9.25,ceh-16,ceh-16(bp323)
H0,5.0,2.0,9.25,ceh-16,ceh-16(bp323)
H0,6.0,3.0,9.25,ceh-16,ceh-16(bp323)
H0,8.0,10.0,9.25,ceh-16,ceh-16(bp323)
H0,9.0,11.0,9.25,ceh-16,ceh-16(bp323)
H0,10.0,13.0,9.25,ceh-16,ceh-16(bp323)
H0,11.0,10.0,9.25,ceh-16,ceh-16(bp323)
H0,12.0,7.0,9.25,ceh-16,ceh-16(bp323)
H0,13.0,7.0,9.25,ceh-16,ceh-16(bp323)
H0,14.0,6.0,9.25,ceh-16,ceh-16(bp323)
H0,15.0,6.0,9.25,ceh-16,ceh-16(bp323)
H0,16.0,22.0,9.25,ceh-16,ceh-16(bp323)
H0,18.0,11.0,9.25,ceh-16,ceh-16(bp323)
H0,20.0,24.0,9.25,ceh-16,ceh-16(bp323)
H0,21.0,12.0,9.25,ceh-16,ceh-16(bp323)
H0,22.0,12.0,9.25,ceh-16,ceh-16(bp323)
H0,23.0,23.0,9.25,ceh-16,ceh-16(bp323)
H0,25.0,11.0,9.25,ceh-16,ceh-16(bp323)
H0,30.0,12.0,9.25,ceh-16,ceh-16(bp323)
H0,31.0,3.0,9.25,ceh-16,ceh-16(bp323)
H0,35.0,12.0,9.25,ceh-16,ceh-16(bp323)
H0,36.0,17.0,9.25,ceh-16,ceh-16(bp323)
H0,37.0,0.0,9.25,ceh-16,ceh-16(bp323)
H0,40.0,14.0,9.25,ceh-16,ceh-16(bp323)
H0,41.0,4.0,9.25,ceh-16,ceh-16(bp323)
H0,42.0,3.0,9.25,ceh-16,ceh-16(bp323)
H0,43.0,9.0,9.25,ceh-16,ceh-16(bp323)
H0,45.0,5.0,9.25,ceh-16,ceh-16(bp323)
H0,46.0,10.0,9.25,ceh-16,ceh-16(bp323)
H0,47.0,13.0,9.25,ceh-16,ceh-16(bp323)
H0,48.0,2.0,9.25,ceh-16,ceh-16(bp323)
H0,50.0,26.0,9.25,ceh-16,ceh-16(bp323)
H0,51.0,8.0,9.25,ceh-16,ceh-16(bp323)
H0,52.0,8.0,9.25,ceh-16,ceh-16(bp323)
H0,53.0,10.0,9.25,ceh-16,ceh-16(bp323)
H0,54.0,11.0,9.25,ceh-16,ceh-16(bp323)
H0,55.0,5.0,9.25,ceh-16,ceh-16(bp323)
H0,56.0,0.0,9.25,ceh-16,ceh-16(bp323)
H0,57.0,12.0,9.25,ceh-16,ceh-16(bp323)
H0,58.0,3.0,9.25,ceh-16,ceh-16(bp323)
H0,59.0,0.0,9.25,ceh-16,ceh-16(bp323)
H0,61.0,6.0,9.25,ceh-16,ceh-16(bp323)
H0,63.0,15.0,9.25,ceh-16,ceh-16(bp323)
H0,64.0,1.0,9.25,ceh-16,ceh-16(bp323)
H0,66.0,17.0,9.25,ceh-16,ceh-16(bp323)
H0,67.0,5.0,9.25,ceh-16,ceh-16(bp323)
H2,1.0,5.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,3.0,9.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,4.0,21.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,5.0,2.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,6.0,13.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,8.0,15.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,9.0,13.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,10.0,13.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,11.0,5.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,12.0,20.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,13.0,12.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,14.0,27.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,15.0,18.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,16.0,29.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,18.0,28.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,20.0,28.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,21.0,17.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,22.0,31.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,23.0,24.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,25.0,17.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,30.0,10.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,31.0,6.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,35.0,20.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,36.0,34.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,37.0,0.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,40.0,12.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,41.0,16.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,42.0,10.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,43.0,17.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,45.0,6.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,46.0,14.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,47.0,13.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,48.0,7.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,50.0,35.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,51.0,9.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,52.0,12.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,53.0,14.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,54.0,13.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,55.0,15.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,56.0,0.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,57.0,18.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,58.0,6.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,59.0,0.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,61.0,12.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,63.0,17.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,64.0,5.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,66.0,22.0,14.708333333333334,ceh-16,ceh-16(bp323)
H2,67.0,16.0,14.708333333333334,ceh-16,ceh-16(bp323)
V1,1.0,6.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,3.0,10.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,4.0,16.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,5.0,9.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,6.0,18.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,8.0,18.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,9.0,20.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,10.0,11.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,11.0,1.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,12.0,7.0,11.458333333333334,ceh-16,ceh-16(bp323)
V1,13.0,6.0,11.458333333333334,ceh-16,ceh-16(bp323)
